,AT_solar_generation_actual_s,AT_solar_generation_actual_w,BE_solar_generation_actual_s,BE_solar_generation_actual_w,BG_solar_generation_actual_s,BG_solar_generation_actual_w,CZ_solar_generation_actual_s,CZ_solar_generation_actual_w,DE_solar_generation_actual_s,DE_solar_generation_actual_w,DK_solar_generation_actual_s,DK_solar_generation_actual_w,EE_solar_generation_actual_s,EE_solar_generation_actual_w,ES_solar_generation_actual_s,ES_solar_generation_actual_w,FR_solar_generation_actual_s,FR_solar_generation_actual_w,GR_solar_generation_actual_s,GR_solar_generation_actual_w,IT_solar_generation_actual_s,IT_solar_generation_actual_w,LT_solar_generation_actual_s,LT_solar_generation_actual_w,NL_solar_generation_actual_s,NL_solar_generation_actual_w,PT_solar_generation_actual_s,PT_solar_generation_actual_w,RO_solar_generation_actual_s,RO_solar_generation_actual_w,SI_solar_generation_actual_s,SI_solar_generation_actual_w,SK_solar_generation_actual_s,SK_solar_generation_actual_w
2015-01-11,2.647520185697713,184.5869806808031,3.0646024798861866,1375.9876780924087,2.62986768189581,1707.7334924673178,2.6610633536784865,588.1434229507037,2.8584023154733784,10992.578877952368,3.618058318626919,189.50562050535845,0.001,0.5435014533996569,1.7125998422754558,8097.921048785689,2.5860985951981834,4846.188760397703,1.7058216676917222,3752.855423326416,2.215551208798308,12746.186364395746,3.6160846028792397,5.575777009141369,2.700312470013848,435.5337550794409,2.406318198287071,743.756523601127,1.7983143342528844,915.0383048923393,1.9458222866058354,0.001,2.6594571682916675,72.93042837740455
2015-01-12,2.6084411477842124,254.07572656178652,2.792341770840768,328.44582074555024,3.635425133430955,672.1115480721696,3.3705680876334467,380.42534022513087,2.6892508651336495,6476.978197460869,2.8048049577636887,30.65448997078341,0.001,0.5435014533996569,2.2971645311948947,8410.516301579952,2.583861237334988,5209.148627524055,2.069161218878136,2389.7214524482647,2.096627220383645,7612.237630204434,3.628867111920851,13.942525437296354,2.7971536083169077,107.61650540296617,2.4105728883717807,721.8055931922831,3.609512001444796,853.8607936839705,2.0679879957259715,141.77301318708413,2.6377000017441747,337.70702727419757
2015-01-13,2.6712635509256826,393.2453581572665,2.3231339402826507,391.9636038514578,1.7442762224613304,1856.3150908323287,2.6298905325912996,3007.374492716065,2.5946755045335776,29250.113581882462,3.3319600998749217,77.95544291749425,0.001,0.5432470703124987,1.8855319264344859,7818.892532568847,2.611310253594204,4106.823187989705,1.71774558283282,3914.0880164340306,2.2003864116865244,18419.467939374583,5.901733655497848,11.666551268110021,2.293902032855244,113.96734541788209,2.3509985805261957,604.6324645698219,1.8221257623809644,1316.0235707364707,2.073100920620613,231.44353530364702,2.797321754925429,575.6167683694555
2015-01-14,2.7045655041717875,322.70909829812445,2.8631270131508515,655.2478648333002,1.717357629698518,1834.1963274311956,2.1198881541002,939.6267739560268,2.3022102389986245,9561.13169761362,3.3130751724632237,142.93005508822313,0.001,0.27175072669982847,1.8856513075328352,6787.272069223661,2.5679008183051604,4308.93430076699,1.7085104625235514,4261.201875237821,2.171118009564872,20570.59739665375,5.901733655497848,11.666551268110021,2.518955017084594,198.1145717651915,2.8105174524586762,492.73324712932794,3.616398115310689,1505.6440849898534,2.1409791345570883,179.85055637712767,2.7507218739009858,337.2044647972333
2015-01-15,2.665367027327173,280.6962174049737,2.4199060146790385,279.72683370098093,1.737892901102331,1621.2106576003175,2.086235046935344,1561.2084839879747,2.6540049968210493,9888.047180206162,2.874260288159559,24.08103834869374,0.001,0.27175072669982847,2.4025205775020733,6249.942932342389,2.5804777204551397,3085.6503234900338,1.721393928757068,4261.591694926199,1.8983886280420381,8612.88270702995,3.5260878220502327,11.299304570770419,2.519119215836425,90.80621229934829,2.379584061159397,184.620637573152,1.799436791495661,742.0079199052088,2.0736528337374445,103.56829793548998,2.6796360722326478,487.25124248417404
2015-01-16,2.701170693148042,372.64632927300784,2.790171647508485,1789.4164098675674,1.6987273964642307,1708.2583122635724,2.6262059240602156,677.1503269206548,2.329136594902394,12963.527656314542,3.621586813272767,279.2004232078175,0.001,0.27175072669982847,1.8528155798125896,6211.286398262755,2.5736604946105444,2194.116420265579,1.7117841792281991,4121.9418489845975,2.626354333468969,14644.919573882858,5.901733655497848,11.666551268110021,2.732995795647508,565.3301884935635,2.400866423112249,503.7909566509559,3.615114573956996,1209.9440374511996,2.071603127136738,120.69343313099746,2.6198652102551954,121.46262052276742
2015-01-17,2.6202386676073033,242.36759127485368,2.725078173695688,2685.0842474974943,1.744775865450844,1000.6270235050113,2.6229168141450145,268.177253114969,2.7954646964888603,12175.742460516016,3.617555264073249,425.6781949485294,0.001,0.27175072669982847,1.8891400456603087,9327.683384436375,2.5729887290134243,4644.228097347694,1.713991337579142,3941.6569477582652,2.3378288192861882,13343.56237661187,5.619564731699746,8.689314805994048,2.7156664244057342,915.3196204737054,2.367208154008837,482.4559279037456,2.0721226140722018,948.5787148112859,2.7054120862107682,69.97354935935584,2.7845926589423518,208.9123339865803
2015-01-18,2.661246955221613,256.24399780754953,3.5547586377079403,1603.4044418484616,1.7443412325075798,593.2571540912766,2.161677380742815,634.0946484132141,2.6307387050747106,18171.58743474416,2.7907320217246703,114.99193727590358,0.001,0.27175072669982847,2.1495708434505603,2259.6884291200367,2.625757361649292,4594.359924389723,1.7071973258181927,1372.1301635408895,2.1237781823017885,17910.79040187435,3.5185311141269877,11.13711219804932,3.135907632491545,459.86380397705386,2.4183739003048776,246.58311658460622,2.6284859656472666,489.59020922538815,2.2862148060958054,107.83564040995509,2.698103662026931,118.52835192891632
2015-01-19,2.6665577192813927,224.59244629126863,2.6663412056204447,773.1978463997157,2.6258360998704995,969.4941592916839,2.6453599913362504,235.70089786236582,2.3656177135206913,12375.192550012285,2.937392843272962,88.85536641804468,0.001,0.27175072669982847,1.6483276492409518,5811.713250018524,2.558319846020719,2560.4398332688365,2.6249523885053296,2354.990658226284,1.9984286505511175,16478.05638842989,3.621443632183545,16.729523504484835,2.572140283410362,269.7906110560876,2.3817378515381393,817.2498427566437,1.792989012559839,731.7035990409115,2.2427297348438113,141.89763267152307,0.001,1.4767475988214633
2015-01-20,2.627624775636927,176.28592796646058,2.850910601623651,1721.3584918765714,1.7542505621834972,669.2444443055856,2.083091892252876,448.6782528861913,2.7919181587698354,5985.966024526914,3.4210041388060453,62.783260336408425,0.001,0.27175072669982847,2.508867264462923,4787.1107554366135,2.555177874963468,3628.3448273725044,2.6274157287553015,2360.2823870927095,2.174728912252646,15767.662488724194,3.6160275258896517,19.515178414835766,3.206841789591662,618.3151011172536,2.4170401382392335,389.78570994552183,3.6245525761338206,394.93633541565043,2.298478338644241,121.96581423224383,0.001,2.3280623057972365
2015-01-21,2.6811476957276077,338.9864285103897,3.089117868894633,2075.680632743303,2.675674073345722,668.2256351454116,2.0734927004129844,411.53002295122667,2.7154927968514433,12351.811453755374,2.7893859298874037,137.8990351592876,0.001,0.27175072669982847,2.2312070122433383,5954.9765291067615,2.6234061584170867,3881.405134403819,2.6294492564960787,2677.3757619746198,2.096463370070221,18447.707188859546,3.0133648312965233,2.766177667219264,2.6886921944120976,680.7828739024517,2.3698451881035947,504.8230817376452,2.619482240168337,469.6612325430631,2.0715400332265417,33.407253180841394,2.9661239385592957,171.1321558859581
2015-01-22,2.683677073042358,282.3433403718219,2.6597140446703706,406.6539239601718,2.62467797200151,473.7380823451297,2.1319438026992827,243.34653533002455,2.5946997462460075,6806.519270883013,3.4650809621843637,209.62669893282828,0.001,0.27175072669982847,1.8493968031848529,6928.118417832661,2.4959117284400523,4094.831993294586,1.7139998263987093,2949.357030797274,2.234286482309894,15070.655898741019,3.199093772575699,3.3562525267231296,2.247302228381075,164.65911093721775,2.3724429852623974,418.2634110320445,2.0850254843660005,483.18734498175763,2.724887512120545,55.9048150510528,2.6510213432489995,47.38799982025029
2015-01-23,2.6663775685384135,280.72809351696617,2.981126979872229,1289.8639095832395,2.6286033769791857,1098.996560796526,2.1701947524659113,272.5625637932361,2.7817411544712725,3957.1931724961833,3.482593008765967,178.71096600741802,0.001,0.27175072669982847,1.6981750025916644,10842.694152523893,2.502290472917279,4682.549186398355,1.7115340206699339,2263.2726651375237,2.1618891571455956,14422.882843355968,3.1597809275693507,6.6417747511078815,2.6264632404967694,462.74548676950394,2.7718537219217514,320.85736891304055,3.618109284396989,327.90662992427167,2.6288324569366566,34.26525833031275,0.001,2.842629310344831
2015-01-24,2.686173883988083,203.953546020685,2.8954100249097756,1382.857501177923,3.6684763448112934,343.1912147277669,2.1986538485748763,577.7722273565641,2.660697705026765,5392.683423258264,2.605248686050005,82.4286825851353,0.001,0.27175072669982847,1.8567564277264497,11464.676980729277,2.2872594777176447,3577.476506794741,1.717403087094436,1462.1752968737221,2.035620365869929,14899.483823183225,3.621443632183545,16.729523504484835,2.5165626679744615,404.4713783610083,2.3512030552689946,680.55265210065,2.072981237538642,215.43450456475915,2.619155760612544,57.06633081767744,0.001,7.315271080280189
2015-01-25,2.63574871413147,181.8081310095802,2.5261917755795738,608.2362585764392,1.6371342249796688,264.99469119954495,2.7904864546143724,1176.297049779609,2.6797750726406098,6298.221021402345,3.4854404838267956,414.83347970148446,0.001,0.27175072669982847,1.6552233548015538,12060.004564182176,2.5320112854619095,5665.322106303565,1.7194778944092843,2738.885475420945,2.124960812205853,17767.34628602027,2.8391479103492454,3.186535155829272,2.7085599999885983,204.01441296353443,2.3572040186567746,815.3470012653463,2.065248252861819,128.251889763311,2.7760120853874097,106.34970505615527,0.001,10.441614303588878
2015-01-26,2.658388106156237,336.56191252596585,2.414446400503051,297.7480761936124,2.624884950271552,424.161750454203,2.7918760771648095,989.1376561698573,3.3052077491969967,6243.694622472968,2.394950676557979,41.71563202816379,0.001,0.27175072669982847,1.8453829350744502,11710.22397963332,2.2752920296688623,2547.619846932797,1.5935736165361758,1401.0683910335708,1.9800656097903042,18518.783191151888,3.3436336670022135,8.333084812077399,2.4173745549118495,98.95933222405472,1.9837025212952484,810.968427664823,2.6286765435548483,194.49200742484584,2.0941594891366657,228.15383262713237,2.3626220241330493,160.1753845515446
2015-01-27,2.6430829888439207,255.08638918911583,2.3295428275530163,1231.8243114722627,1.8166057759714156,188.69575116631293,3.0247178743739096,495.01826509737043,2.7072481449242285,10263.234218897942,3.362422966633863,532.127450243647,0.001,0.27175072669982847,1.6582112236142055,9845.27733123823,2.2830059235546285,3256.124250517595,2.6625401705894634,1412.3848017257312,1.9738187504129923,16825.49812872406,2.96475019047962,5.529157010935728,2.327379931335431,409.2371681611239,2.355493375557441,780.7979623199196,1.8730084238024958,211.9614628410124,2.066430502335381,67.7984682512641,2.654994017080382,203.33682259974358
2015-01-28,2.2976900930395376,318.5156936068886,2.390246352846243,302.7347291864885,3.6245701579302194,443.3386094466415,2.3257391307544495,1082.3903744860536,2.7624236589397797,9059.3026762609,2.6282722400501655,39.278575113080436,0.001,0.27175072669982847,1.655230267159498,10749.539310837445,2.511134989977768,4129.661588525168,1.6426022281421322,2152.8745550852764,2.0707290527687316,15595.640899660155,3.613957783958757,13.939497438394028,2.624013364802794,154.2433200656569,2.3697532047227345,664.1244927526574,2.2411711449335527,206.00478280493962,2.1007800702918056,256.5215950192728,2.588016241698213,365.0877656419076
2015-01-29,2.614954795619907,229.45700578055403,2.5967380664624375,1575.8205499590151,2.0644793192055557,679.597814643447,3.403502898789727,2042.0314073457907,2.2370600890884322,15097.77166646347,2.746832584195502,248.0454446273095,0.001,0.27175072669982847,2.4500906993474407,6743.285312256337,2.1539916275555853,2188.396884144823,1.7499930240933648,1295.93553142816,1.9769068921252821,11803.319576361562,2.96475019047962,5.529157010935728,2.6179595310977914,526.0390958811262,2.369208492088486,246.4676804881517,1.807604128389347,577.0293955277156,3.0584881560536727,77.18995011871164,2.597182896298139,58.92751774000455
2015-01-30,2.0812887745034665,158.95769965126863,2.8353760377411827,1015.1716393462259,2.1320087627781397,686.1264867745925,2.25297349493907,347.54662480267257,2.741823136472874,7189.4591006843575,3.131101622056886,171.63513434250422,0.001,0.27175072669982847,2.2107430196444255,3298.3889427233325,2.48602769486377,4081.902776835871,1.7690379699184473,1848.3729110662803,2.721091245671408,14328.879603218586,2.788990581649916,14.58314040168045,2.831018918765016,339.57158535031226,2.756059250024393,239.96086775608657,2.1394209236270734,737.6066957386863,2.6327302675228523,6.060109533811019,2.305961950366595,22.24304573113256
2015-01-31,2.662117388041147,330.6529995808223,2.6853258565201106,2347.5058326424987,1.7454041760259837,519.4732749933112,2.084493471051024,1026.892297444732,2.6894705012802893,10848.512136759462,2.7819546842030647,295.9241642054984,0.001,0.27175072669982847,1.6702648951291934,6610.477625723063,2.4211353462761496,4524.709793044778,1.7368969606728926,1153.614761078716,1.9957045959851152,8164.558524689329,3.3435118345767094,8.33234240997134,2.6891079888176455,785.7517163589921,2.4032163291251267,580.5124233408355,2.6305301499327203,1008.1432796613032,2.7534555775183867,145.47206078755423,2.3449578637972492,280.23267905742574
2015-02-01,2.4334837863179537,288.6702301054173,2.3999819288058726,526.3829127392665,2.6604076056150205,507.7244783188946,2.209703421399335,2077.048783019063,2.3196853690379307,13010.834711995754,2.315863747643453,242.94246346736622,0.001,0.27175072669982847,1.8845871254088922,11152.771480624358,2.428036484296272,4555.242457832421,2.6313792366472146,2872.9488957296444,2.022541925556577,11175.37458358244,2.8997407375816637,3.212149459037572,2.407965084904606,175.90449198990942,1.7980350350869982,703.1808522570007,2.070874792177152,230.20087789154275,2.6596662223474246,86.23860036925825,2.628796949828135,370.1983162520421
2015-02-02,2.381509498138204,294.0258635358441,2.583429935855069,1861.381307780969,2.072851290552534,1466.1860540520165,2.733735972620186,1537.0743651771795,2.660916268894649,10532.969060501517,2.9282219878557187,125.98565835680002,0.001,0.27175072669982847,2.156709728949802,3939.740318726578,2.3896804976264368,5196.675095598122,1.7048239290714227,2192.108199721579,2.085688418266491,15593.719918668221,3.4914652717012973,10.593028860275592,2.5843423681929503,619.4844621266493,2.428962492942805,283.8709355342382,2.1274329906552722,414.01848058796224,3.3359299172679377,222.13829143563612,2.4356894147437638,358.7822615773839
