,AT_solar_generation_actual_s,AT_solar_generation_actual_w,BE_solar_generation_actual_s,BE_solar_generation_actual_w,BG_solar_generation_actual_s,BG_solar_generation_actual_w,CZ_solar_generation_actual_s,CZ_solar_generation_actual_w,DE_solar_generation_actual_s,DE_solar_generation_actual_w,DK_solar_generation_actual_s,DK_solar_generation_actual_w,EE_solar_generation_actual_s,EE_solar_generation_actual_w,ES_solar_generation_actual_s,ES_solar_generation_actual_w,FR_solar_generation_actual_s,FR_solar_generation_actual_w,GR_solar_generation_actual_s,GR_solar_generation_actual_w,IT_solar_generation_actual_s,IT_solar_generation_actual_w,LT_solar_generation_actual_s,LT_solar_generation_actual_w,NL_solar_generation_actual_s,NL_solar_generation_actual_w,PT_solar_generation_actual_s,PT_solar_generation_actual_w,RO_solar_generation_actual_s,RO_solar_generation_actual_w,SI_solar_generation_actual_s,SI_solar_generation_actual_w,SK_solar_generation_actual_s,SK_solar_generation_actual_w
2015-12-25,2.2437580452090025,436.3792851814543,2.6255452805380823,265.2493568821551,1.744163053903783,1331.4274331787524,3.6129232513569574,783.3072771631718,2.6278383264502962,19589.57216081306,3.623169876739832,321.19335270345175,0.001,1.0870029067993139,1.8885576809379456,6856.59442044957,2.6419793616467766,5265.931552106871,1.7205471144349938,3791.31541215794,2.102515639656785,10342.43133697133,4.2397750819666165,11.262404709096062,2.623153100056467,291.9592937429828,2.3945561676340894,729.677032601343,2.076909033965805,718.0537989466009,2.2382656454401806,270.04056319536255,3.09733594606759,64.7945989488565
2015-12-26,2.673395897032807,471.22334161439085,2.789207956194903,2068.1191990163293,1.7126792954801757,1530.7417066964672,2.625640572134898,2015.6991920817202,2.628766172522166,26458.948033444292,2.9148088389812052,32.91124637997211,0.001,1.0870029067993139,2.3145527351126693,6792.799977662203,2.66827520700734,5731.385297515117,1.720458465124831,3348.6337002873856,2.631289915171955,11927.21155346819,3.1051593026146307,0.001,2.6764055986198114,507.8448212723018,2.682629369596153,682.9132597666487,1.8802829409696264,1105.5628395022306,2.213278039417107,288.244566434497,3.064848531210922,108.10418220174284
2015-12-27,2.249739664506955,433.65744427893617,2.967042562244444,1485.155852878365,2.6239358464255984,1575.4352767243981,2.182856090515667,1398.23984467754,2.6208477902643548,23058.72093920667,3.5875550931034574,98.96230746960485,0.001,1.0870029067993139,2.3089445006428204,6016.735097624705,2.6700278012446512,5242.630562556615,1.708068437861949,3668.1118651293405,2.1536720370938793,11604.36224923686,3.1051593026146307,0.001,2.6256923785509763,231.3644852857517,2.671186228535249,691.0924403516236,2.0695662364620766,1394.926121198223,2.2221494473859797,294.09635482244653,2.798461269126202,110.65360687823225
2015-12-28,2.225593371573532,406.12641960765353,3.544848435725643,2238.6684544678747,1.704639861528231,1514.2552530648936,2.7020858770909655,1197.9741759622127,2.624386445963917,25381.011571165905,2.6206306051359043,250.41957941402137,0.001,1.0870029067993139,2.5627816194680335,4356.929896065839,2.6509524243251548,4614.836692931192,1.7098972201383749,3824.0539370939114,2.6378106244740236,12665.768841471843,3.613763346145528,16.727490861599666,2.7128853145195966,1111.0332179980205,2.81471470154328,162.9739702558909,3.6225293737649,1070.6878320599158,2.222377955108475,292.3909743675548,3.3354914444855064,111.21198230186504
2015-12-29,2.224105017569142,329.2884695971145,3.2581820729127595,806.4979778685195,1.7445031469687757,691.7015901625172,2.1634554625960662,1228.6321880960334,2.6265556185281183,20368.701247420264,2.7575658102889955,61.20584947436335,0.001,1.0870029067993139,1.889755656163278,4940.106265516393,2.5730504315777107,3928.4630388516916,1.7126485055468044,3821.3199252101326,2.130934788444897,12813.913860897283,3.604529984616802,16.725378879386035,2.6801065328825286,573.2378597715688,2.418053201809218,699.6781900702492,2.0733041150873674,167.17667237401523,2.6610096073127645,115.51802402876072,2.713965369368177,295.54315137936305
2015-12-30,2.6604316225439297,380.2732203164164,2.778647985843074,1871.2184206438196,2.7001283677749877,363.25760469660304,2.6350385564580723,1979.1405111249287,2.791674142376573,16186.465905328203,4.394114312250169,43.8593979210805,0.001,1.0870029067993139,2.2873468898996814,6411.849922456953,2.6645956471051817,5698.404588463325,1.7439503378023526,986.9633176523164,1.970483527339546,9433.980093114682,3.6202549067791865,22.304759963357046,2.6679357029781823,828.6551960486179,2.417263508969343,246.85397908429377,2.610638712284044,1264.004514391646,2.625144670857927,47.07262240654863,2.7320821180156996,653.9314365970274
2015-12-31,2.6734019416356163,380.2874539656797,3.123901200294103,2177.83398237205,1.8096892819330448,393.8558146450829,2.6255357641450288,2612.05588487825,2.626864089587164,11039.796697389564,3.6641398778463437,95.3062639604326,0.001,1.0870029067993139,2.5457270849603457,2892.568906970042,2.6202508494180936,3274.816939942289,2.6340015462133994,1713.3690351460464,2.075788375962585,14130.628045617772,3.6207594885435963,27.882069560989873,2.4723739989328295,800.3305102959253,2.4182509903587817,319.7079906196928,2.08315709052265,1269.0169817870838,2.2465617145137045,285.24472268520844,2.8519730270655295,647.6309110680543
2016-01-01,2.692026156935734,314.21839979866024,2.729843433997641,1521.2376210885923,2.5965058681082587,1641.0696782996852,2.8647024838252344,313.67713645275984,2.666087674139683,11354.53982866368,3.6090030864913603,223.46676241211773,0.001,1.0870029067993139,2.285617771881501,4146.957887019945,2.6460555887401274,3923.1028453788695,2.6258339716802075,3850.6360624827803,2.1904606885259863,11642.949434916627,3.611771861656616,11.151383840464405,3.1128889143708975,778.2232534954712,2.35392172323056,219.99999005478253,3.6215939079153507,1499.8939406775999,3.365512696125354,163.6762543119855,2.6270118831582527,382.03168779381474
2016-01-02,2.205606547923436,222.23356862958832,3.7249734028447232,1568.7424126066542,1.7885285009019465,1386.516211488257,2.633342263092453,129.63209279789567,2.629419065603839,5627.408561788419,3.585040813598277,41.10488958401029,0.001,1.0870029067993139,2.2833664973121977,4841.729779297393,2.559852466776916,3171.044101257417,2.07438050126002,3579.1328098523695,1.8960677825067929,3607.2944822524614,5.927362433740956,14.592552717746003,2.4180510791833614,118.20209129895012,2.66583254993796,457.144137506668,2.0690985175683867,841.3324863824064,2.069182021371504,60.58488888995179,3.2266686816008123,174.72478400167168
2016-01-03,2.278424715176034,178.45246941162523,2.795308158180874,1152.6476605262405,2.0736114609986673,76.72365899682075,2.6350384638527866,184.3947247453053,2.7948388313009005,8042.136325394921,2.8334721602528905,320.32596469572263,0.001,1.0870029067993139,2.5779592707305308,1968.4576084242951,2.301125946089507,2199.4716197776424,1.7450610839929586,328.0807692710139,2.7392460233473113,11013.607782815798,3.1051593026146307,0.001,2.416320781725218,354.60830708627657,2.562370238858621,163.8791667440223,2.0719090175814827,611.1169016730039,3.3778160403380664,13.696147778065692,3.067169287294773,444.2554382381702
2016-01-04,2.0953791248649036,148.02192712076925,2.8019907999001843,649.2698808855682,2.1098943624934177,82.23976376927791,2.626837858223813,213.74101599458288,2.684203538947958,6148.494549379124,2.7907391407870024,453.28407854581235,0.001,1.0870029067993139,2.2404270925139516,1731.9838288694573,2.6339759317652165,2988.424576409636,1.638351681618953,1114.617065898959,2.771106383406538,3768.272996261463,5.747981804632602,2.905526425596322,3.0736942942661676,152.2480908754925,2.4190519393636283,131.6770947054197,2.071172023200386,260.35018391094394,2.783151394801102,0.6903720794610015,2.5997306259531836,79.30552031089047
2016-01-05,2.1070523924991114,159.0008095511702,2.6720013851946653,551.9418915562742,3.572771189443275,504.32045716697587,2.624354026903372,171.92301124290154,2.737396894409292,7854.702646433803,3.6133751332026662,384.45559845197283,0.001,1.0870029067993139,2.6781361205263563,6198.022792153859,2.400607764982991,3284.323892032936,2.069300519073744,1183.9039329510963,2.1113677148529852,4358.879038715784,3.615989578806519,8.363908137500502,2.647109754675336,190.0901651164486,1.8862962740011135,387.62374569174114,2.758332390277509,204.9085895868368,5.974520874023456,11.101872558593747,2.8949764591366494,70.19642850542351
2016-01-06,2.650095682978056,239.69064096269238,3.298363528486607,897.3019966304539,1.7917593498657558,128.52024839384774,3.614833087615502,311.44699986405584,2.620889435784414,7766.993796705371,2.7901711120112913,242.75840408036188,0.001,1.0870029067993139,2.2486242950351194,4108.727453796494,2.614707039043912,3561.059640651629,1.761654935736165,1817.8172620595303,2.9246672568849768,7270.312484950671,3.6212320416074695,16.72886151536025,2.7549396976683216,174.07642129657324,2.391718736011626,316.48969751997345,2.6190741001468503,110.16752545605414,21.782579164090052,27695.42039533807,2.9089012638767087,72.11225543649081
2016-01-07,2.6581895837558225,261.7557369546644,2.3624572650466042,120.39698552752643,2.6245968644750057,355.29334587239623,3.5812633551129,350.0689240637172,2.626054637811963,9204.8533773637,2.657568073322704,194.4980158825685,0.001,1.0870029067993139,1.9759120821730543,2692.0140665126055,2.586506154007786,2939.372389767387,2.0731951527257357,2989.997462374964,1.9440718248167514,10907.845917441828,5.931494014848322,17.513349246059427,2.6298533699810136,148.74264310605378,2.4173959134387792,208.08547841026635,2.2958935475464965,205.9333814845224,3.2302727859508655,58.82641312908679,2.8576434761466203,370.36345310988736
2016-01-08,2.661530609238768,327.33529525782023,3.035872967971919,2649.262700944011,1.776083529024731,1717.1768373545774,2.891224299096362,2132.6198227757986,2.62351207184821,25109.922473041606,2.817439168685703,39.88386998398635,0.001,1.0870029067993139,2.533960640887475,4576.389241584575,2.6027620857781537,3018.135413729634,1.7317771871841643,4070.342307162082,2.1584316367399983,8092.911852431351,2.6349126365978677,16.52685511593238,2.670429006861265,1256.0028547685386,2.4993874713876925,99.58704326704658,2.072902138981235,1227.800266940876,2.703519280185077,29.85415165304881,2.7537773045268565,244.9903596160607
2016-01-09,2.6576728595075454,249.274712498719,3.6059771633100146,1208.7157056335823,1.7079589602205911,803.5946396909285,2.214417484560504,656.5045799423737,2.6280542411914136,14243.333181409369,3.6171041613953108,121.2246547603331,0.001,1.0870029067993139,2.30980154595269,4948.812835576148,2.5752514620864515,3199.000873085438,1.7124624654827625,2809.953909016957,2.090083524620697,8672.098124068918,3.6171626210212593,13.938354253768921,2.5895063999120786,302.87001394155186,2.3979604661256344,430.08148692104555,1.7973144974607145,265.29053932575084,2.073978126702694,16.607671563858872,2.983678288721454,34.8416815877404
2016-01-10,2.267796345891895,249.8049232523761,2.7994474696234493,2259.0730317527446,1.74429612644618,639.7210039701552,2.3139215889070677,738.5928469562282,2.9287065912101133,10514.942254095993,2.6335302716097404,27.737487718639244,0.001,1.0870029067993139,2.460106373417333,3233.9107974150484,2.5744978552359186,2920.0001194082397,2.133555895841077,836.5580865220672,2.215551208798308,12746.186364395746,2.6366751325913853,16.52401379724982,2.63983119549326,969.6822208858033,2.4202744512328263,276.8285177291234,2.6233343515778147,308.4465107577864,3.0295254826467968,188.1086740211772,2.951004542454851,71.10538129295426
2016-01-11,2.244303077422172,260.73103984919624,3.5221342990002977,707.168431724428,1.711276810919558,1265.5834859628121,2.14518104864463,192.8310028276613,2.698357637874767,6168.812309219411,3.613629080150777,76.33390871295038,0.001,1.0870029067993139,2.300862199926254,3740.089218558891,2.5053757070834983,3826.8083086183988,1.8017758510482962,3083.8548835405527,2.096627220383645,7612.237630204434,2.639919678866864,16.527573072910336,2.3401749287551152,144.59643122432166,2.41855680274117,514.0343974231391,2.085504150390645,965.7468750000006,2.3720128452337494,106.54949380540614,2.977005984760949,53.088622665209044
2016-01-12,2.666537663190871,343.1238622419029,2.793520329244661,1538.4297191132491,1.7439992794073789,278.84923844132845,2.156876417974138,783.8608279028766,3.312013949623719,8709.742118012342,2.8074540483536783,55.21664912001605,0.001,1.0870029067993139,2.3124387056023563,7981.3768008939915,2.596834238863366,4579.251837873264,1.7128500637074475,2656.8670161701093,2.2003864116865244,18419.467939374583,3.6825557767569626,16.744477074381454,2.4180428221934496,329.8639320995137,2.3922880604112136,650.5287820460597,2.7875096814335034,446.74288281889386,2.274428929896528,284.46383770365503,2.714919302888149,310.98543075545444
2016-01-13,2.2300178107652875,332.04787504704984,3.2089156927828606,1190.3837801081118,1.665914224294894,1297.8708947803964,2.073342835698138,598.1720992328217,2.682157585167473,7055.906510821042,3.621398113993127,205.9369772957425,0.001,1.0870029067993139,1.884272197744402,7479.4349762177735,2.6282242540950036,5572.2262792760375,1.7096594561428002,3080.4363080814246,2.171118009564872,20570.59739665375,2.6276548955028938,16.5266710638937,2.4279557362515325,501.476280533895,2.3922181548046457,697.5527293733759,1.7936560322812873,1189.5537041191178,2.3410151050374224,285.8508072192053,2.8006791343530955,480.4292388296991
2016-01-14,2.6318768857081034,462.7516328840761,4.292627358884105,1503.3006094695947,1.710637836239767,1896.9159757858913,2.763790254990168,2260.9477512073117,2.374153746777534,24172.796827788537,2.627610079529376,66.68331295522435,0.001,1.0870029067993139,2.2272784015899587,2497.7490902201207,2.506139308710685,3321.1054838462696,1.71485401689896,4269.70127344004,1.8983886280420381,8612.88270702995,3.6825557767569626,16.744477074381454,2.4167541411536675,387.6051196207874,2.7530048821264232,180.65268459309704,3.6118837826594152,1444.1087725475347,2.068577789229873,181.971238707306,2.897564367752528,543.6553732007415
2016-01-15,2.3611205527677175,365.4031067516361,2.674354556360509,339.9444302055649,1.812950031274514,404.25543240147084,2.3319832385568042,989.1080750828633,2.280365778339661,4597.317651350968,2.852036524913394,130.54427745938443,0.001,1.0870029067993139,1.8805957713331662,4315.833311397834,2.577963534150943,5851.518859210421,1.7111588623137788,2074.663048296592,2.626354333468969,14644.919573882858,3.6177464001664923,19.515960189615363,2.7086046993260933,408.01845953121216,2.4032831839157773,673.9815112742144,2.1106069562201357,286.20628432865715,2.5981801375797113,82.77558617544132,2.418407185083306,69.82259202407843
2016-01-16,2.6432880862818298,338.8392452236634,2.749437572745272,1808.32668398975,1.7444960616630947,71.08238386946019,2.3350567896340464,404.4766197390926,2.641074452549036,4916.391333670659,3.4944171337822407,158.2008697716871,0.001,1.0870029067993139,1.9274739866617336,10900.44769636281,2.571269225139951,6400.500793539095,1.7446596303600836,658.8140683582888,2.3378288192861882,13343.56237661187,3.6036978268064663,16.72250761687758,2.4164059563969453,948.3346512791406,2.3767264102763774,839.4534489096735,2.0709917897266625,282.2694623524186,2.1363628515433004,220.61271837327553,2.6694337025776145,380.8309837952888
2016-01-17,2.2234431315690593,227.75863900072602,3.299145891465066,2651.0978090034178,2.664734596026398,96.6698639382474,2.2649757864055653,1049.3302433728277,2.8400952534875645,4905.762368024817,2.8725887394029566,416.70688618377517,0.001,1.0870029067993139,2.4417807901652786,6084.524636805847,2.6269491864473444,6250.428016894577,1.7441894780663283,1569.2799024855178,2.1237781823017885,17910.79040187435,2.6276476203180135,19.28066897687967,2.674677605225482,1783.0048037428915,2.7726516721079135,415.92637471093855,2.119859833910473,49.346727156339654,2.262137347747027,355.2844820806447,2.689654158810428,528.3698217971121
2016-01-18,2.657191907456711,327.1709498233467,2.7473918641157633,1764.544691196001,1.8153121771092882,210.51332459352147,2.2844712767627993,1127.3917597591117,2.9634888495042055,10886.841836592394,3.649861832211281,176.2350424746503,0.001,1.0870029067993139,2.2780679788970115,5603.394611287316,2.4938980087171254,2550.003684586525,2.6304255939532566,1985.9514315564834,1.9984286505511175,16478.05638842989,3.622196817892411,19.51785889553571,2.67042348193559,1598.2953466755357,2.4206121785530303,556.1220466739239,3.5468414337970584,412.22586234046196,2.1700518963826574,328.4547934919643,2.623664369889512,568.4991937982655
2016-01-19,2.4586571829894366,239.24014694983833,2.9480273839249405,3008.991325734575,1.8192566711682878,987.2547352329171,2.742509235219626,932.9141146285245,2.6556624762975387,12059.361919175008,3.2502999163543036,249.65435667037616,0.001,1.0870029067993139,2.490184398808748,5135.585702677696,2.5381366105037513,3630.6017584066467,1.737798404296615,3515.6198596881336,2.174728912252646,15767.662488724194,2.748899762686002,24.821421671205773,2.566620075600811,1241.4992543465135,2.3796904466769657,372.6225157614978,2.136369892919876,683.5386523157458,2.2286106071724925,274.2747480297383,2.792218773452287,193.9802060495463
2016-01-20,2.2722221296440948,285.5013972053652,2.7023165996399223,671.1042614989171,2.631806622631572,1184.4453318909352,2.662033480741255,510.62269558634443,2.7467978471636956,7418.746775305902,3.031324604529697,335.4158351009133,0.001,1.0870029067993139,2.2839128699122426,4744.304389370327,2.4900485025301036,4997.605415770126,2.114512545739906,1080.0459239390098,2.096463370070221,18447.707188859546,3.619294865295572,19.51705066978475,2.346093981367571,423.0410816838771,2.810176964803394,559.5483771517636,2.2344860186449353,526.8853560546313,2.2201737190659054,301.71250715077093,3.0889303548075966,213.19102621910613
2016-01-21,2.3417859716688225,381.8204833167947,3.145520303813461,2659.4616628014605,1.710526659657995,1281.9449624212834,3.3619023839877857,1032.2978956041052,3.006260817446818,10936.53469166004,2.793665123702241,439.2813706044498,0.001,1.0870029067993139,2.258689912933763,4345.289627565911,2.510792918312173,6492.984863048856,2.6259167125663145,3916.3322006239205,2.234286482309894,15070.655898741019,2.626176030721406,19.280499764442297,2.3516671925444124,684.0678489633208,2.8654428797692097,123.72581800997773,2.086272342324802,323.8924622074551,2.2102430071990398,375.8650299199578,2.8193485494980863,497.1659623266502
2016-01-22,2.4385258010026787,365.66600186428855,2.371034296657796,1489.5064294202948,1.7546544503019295,1224.897443083702,2.6291745214265894,2024.3033095041665,2.626472349813011,19170.683225914887,2.835900468473749,347.8583410650072,0.001,1.0870029067993139,1.8740354217777582,3396.0584530414653,2.3156807631108562,3726.6775898049054,1.71031727735042,2993.029964234572,2.1618891571455956,14422.882843355968,3.6213230524212436,19.517759501934073,2.5813954175162364,1244.4305620200394,2.786096251202077,259.90361103723274,2.662362862029119,570.5360923963592,2.663920005145724,344.6931824071826,2.5978609647984072,616.8232531957296
2016-01-23,2.583349260757151,247.14356140090385,2.2625163925576133,760.4925364986148,1.704975409963779,1410.3669580567107,1.7637211660693421,152.28826157836528,3.1229741989587896,6212.709476187062,2.792872860757999,38.220879711263606,0.001,1.0870029067993139,1.883119874301992,5779.938787317818,2.454708574333629,4806.619133959701,2.070432679008885,2883.014509945803,2.035620365869929,14899.483823183225,2.623730307203681,23.411153246389908,2.5482269074860726,762.3293832630534,2.404963622060369,631.8877193911255,2.6289052028070854,798.8011155403473,2.3172177471636095,91.6175683229731,2.624627546845884,450.8736023676811
2016-01-24,2.2297665235609307,293.6284333693095,2.550668544801355,347.89488889431163,1.7070131085813047,1486.9421141354378,3.057269425406208,710.8634780357625,2.7764953640329395,9411.789425491497,2.62854963705038,100.86772477262006,0.001,1.0870029067993139,1.9251771515770868,8784.784257036084,2.4668021294287428,6657.373429142015,1.7140154310881361,3922.320580585182,2.124960812205853,17767.34628602027,2.6206571846414985,19.27973701598826,2.592798821047694,99.12545784035919,2.3771810708164374,543.61738312013,1.8336453281927394,581.162751721999,2.138204592638206,345.2420011006158,2.8752441298773332,71.55328005832723
2016-01-25,2.4069442922273865,340.82044072215945,2.7375448998929164,3335.6714869250113,1.7127397584797461,1022.3118599800863,2.665949003766711,308.9043236429103,2.982581333116478,19195.844963728945,2.6607057846415567,131.8490839530868,0.001,1.0870029067993139,2.2842500990993444,5783.363963492559,2.4638754038272292,6011.5488523171225,2.6312468712741928,3437.383362403052,1.9800656097903042,18518.783191151888,2.6365907267088113,16.527169176436438,2.3497045636453793,1321.3691737881811,1.7004834998327905,134.20392342071978,2.041541660951272,660.3208378552272,3.115680857823758,251.50544088922294,2.6648700278515687,44.59816687828649
2016-01-26,2.180909392194259,454.06605855415086,2.767185283201731,1551.7360167361644,3.1222313308583276,974.9689083316557,2.3661720378286852,1276.5104444039443,2.7671111243361666,22625.212609779337,2.2782721730188484,214.014087936613,0.001,1.0870029067993139,1.8766088848000204,4107.682305750204,2.445077341470884,4983.308422342325,1.7271575767588487,3443.855313642531,1.9738187504129923,16825.49812872406,2.6205808430405675,16.524165796267006,2.3550860876564697,406.59124112232485,2.404594590929803,620.6382687720229,3.082296520670609,847.1470324777391,2.195881933605624,326.95929980505593,2.6314636253898254,117.0697629904385
2016-01-27,2.240248041682806,466.5563268667578,3.2834049167613486,513.2869825771804,1.7402139425336407,1418.9297253774137,3.117114082078913,1427.048952110193,2.378399010441897,12333.33188540388,2.4062297261009737,67.83234711817082,0.001,1.0870029067993139,1.8811035087566488,4748.75331286027,2.4120443889151106,4114.772913340887,1.737209964700574,4087.1413465819223,2.0707290527687316,15595.640899660155,2.6223933645917334,19.27944295736964,2.2171172129066954,87.80480033695014,2.3674477295685943,694.2253580368947,1.8009136410895743,897.8865978438993,2.1642269022921656,349.74590241488477,2.5362218553928932,145.8604375568619
2016-01-28,2.1998930930044063,447.18962847029593,2.6699259305960714,3155.2159918610755,1.6710366478049279,1765.055844621144,2.3416637652445234,530.9908803092311,2.7815172089103966,20013.50340829096,2.6244949916330564,676.6377688525383,0.001,1.0870029067993139,2.4817761600974926,4042.8740539936343,2.519820935660219,3967.6729796675836,1.6657114586490607,3858.4645646209983,1.9769068921252821,11803.319576361562,3.62198353358875,19.51756036373556,2.3639300144149344,2043.1130458451403,2.41388078294694,368.4624973085721,1.7444377527696964,1077.1925184369952,2.2976215774347564,289.10851421288226,2.2189299666349376,133.9104200494328
2016-01-29,2.445098505826757,588.4009369807578,2.276792269016115,750.4403833559987,1.7114205291958018,1631.8662967490052,2.6214577476195013,2896.0933434866865,2.3458031665244503,25722.60534940283,2.680413175861924,51.481277375460216,0.001,1.0870029067993139,1.8476295331587598,3647.4985331886237,2.5063824032017097,5465.872373630802,1.6671735264012537,3232.45481325094,2.721091245671408,14328.879603218586,2.6250931025899185,27.542688679952064,2.2197374491498714,176.22522484432176,2.386965319783573,772.5129342014521,2.625496012987079,1129.2282189515186,3.0997962972384068,336.6870429783064,2.387493330389003,270.6934263782344
2016-01-30,2.612666594691982,592.0908587084091,2.1916222710749715,182.7419556575935,1.6868350142372948,1656.2068209239962,2.0793621366290758,2319.560468031596,2.1091348340791907,14583.87843413019,3.4384541017053047,275.88813313088554,0.001,1.0870029067993139,1.6921637132525522,7311.086195619926,2.3319912882882248,4710.5284582520335,1.7187056408365569,4187.335282509117,1.9957045959851152,8164.558524689329,2.680187825221383,19.287454210919336,2.1914703127884385,87.78942131733325,2.3462247078629908,697.7384826626501,2.6623503994429605,957.0697902973734,2.3846000227951367,168.67652212603832,2.6309142130722516,175.73186758365085
2016-01-31,2.1625301254023412,338.524669483313,2.7786704398109854,772.8090000186946,1.7166858758906716,759.9248777716265,2.069018558304008,1421.9390555668856,2.146384352887268,10579.300423963032,2.292355087967802,296.8194337062545,0.001,1.0870029067993139,1.6671600410060228,8267.610562589174,2.381893772101045,2970.3246702366637,2.6216463271977712,3720.99124330437,2.022541925556577,11175.37458358244,2.314999001420105,21.846434680541172,2.347193513535246,277.4514652155049,2.33637273094137,662.9681259860495,1.7639022162489182,492.10587934261673,2.3170228324274187,57.45303907595324,2.6130404960013913,264.66778336803895
2016-02-01,2.4554117667091813,514.2149406652359,2.6361997263815073,554.7095983178169,1.7109258791286241,623.1620926116243,2.0646579008680166,387.00468113992554,2.6567188537205597,7329.0727414062,2.0807635168248533,69.52959887825213,0.001,1.0870029067993139,1.6287328078497683,9488.294961849107,2.4592862789556715,4798.579482803081,1.6991929842163782,4293.860630650129,2.085688418266491,15593.719918668221,2.2783460425093653,27.45002439058515,2.3767037196523724,228.06617634104254,2.3525915240595356,706.4520308962456,2.801906609629707,700.9449946565855,2.1368183359971367,301.91953358501337,2.7637974473476525,449.0673387642172
2016-02-02,2.5703484979903095,619.9390926065901,2.2640152410698713,448.6572069180153,1.7504879280591532,1818.1720719779978,2.3208129660459393,968.6850841470689,2.309464039734479,12047.30567433811,2.355072904744741,200.61864152539715,0.001,1.0870029067993139,1.8732677665089243,6192.734489499889,2.331071598859455,4166.654475841868,1.6373440275350672,4431.020846547017,1.9101688761356015,11277.375008046376,2.6239461636243204,24.788881266308636,1.938949602453225,334.0126675825004,2.3629021455299934,493.72770543259116,1.798861582278957,996.7157520896335,2.079687113157907,107.23872991360146,2.330741144264261,153.53922899918518
2016-02-03,2.1325377948755255,360.99425488525014,2.370385179169675,1726.0557171038586,1.7052636311285396,1563.3735453055492,1.8592556031954355,467.3673592859368,2.6309597584230824,15929.621836949513,2.7954371851089146,546.0382415651343,0.001,1.0870029067993139,1.891684886704155,6179.967707255502,2.3886812151312187,6515.705849234077,3.6245702294881115,4344.239567199551,1.8923145491179012,8141.782130446956,26.549999999999873,0.001,2.271294001531376,1167.4999814078992,2.36219344083287,581.3544111187118,1.7442489212783752,1074.4572012037547,2.076232530266241,41.21879905420151,2.3878389246665392,113.22160854609518
2016-02-04,2.2232302121041876,518.6230128281144,2.286945787530047,467.16377196970006,1.7125947541906517,609.5651504767604,1.9027859966135106,1073.1090276287186,2.2525846825197893,8246.225412793356,2.4019555472345404,812.8847378595439,0.001,1.0870029067993139,2.2471696064639985,11022.737230940926,2.2610085785128216,6174.264562520848,3.4348568545915286,901.044482485547,2.656487814631612,20028.157794479834,2.0694597925263407,21.924283221480437,2.237603452292074,145.45686970500185,2.352817364218997,850.1442171673714,1.7441353224573173,341.73943268978013,2.226023515007118,410.093072376485,2.9842953592105785,607.7980662235432
2016-02-05,2.1904069009369165,520.1580190717182,2.7353334067394437,746.0899097868308,2.667412675056131,246.45150205301843,2.1850821781761516,1916.2285343014362,2.699578557512743,11913.67568388351,2.2449778309234274,149.79155582786606,0.001,1.0870029067993139,2.245562968894225,7328.101813317529,2.3494441312322643,7189.152343826976,4.319374465942385,0.001,1.924384279953886,22680.288586754337,2.62224594074513,27.54261524640242,2.5755631143302677,145.91149257302308,1.981435766995025,638.6329106321293,2.622109213866757,988.7597793858731,2.0681437695569276,427.9635815275788,2.4414527533161268,663.9898760152348
2016-02-06,2.538179086347204,716.3263977465876,2.1986622639540494,963.5360565205249,1.650078071733216,1572.5611647958578,2.2064710874784668,2922.4930565904533,2.4497032943518056,28860.346494922764,2.7842902199375557,95.10284345700893,0.001,1.0870029067993139,2.189749303465031,5036.625601590575,2.4655827043548912,7180.424722742882,2.65618962034691,4336.512141317219,1.8721708814683864,18963.358528830388,2.074489011101825,24.66465450024119,2.1023694652010714,397.3877327260194,2.6669728821808403,277.48724865023905,1.7442802288840862,1399.772331972226,2.127388486029393,443.59701151744804,2.286183342447452,373.877172193116
2016-02-07,2.562245131147846,718.4420361245782,2.4159050021375332,1788.4675476791203,1.6090350484103726,1997.314087000087,2.132427797598935,2091.06461932581,2.11429475442252,19127.562272476152,2.066124415335317,205.3169867109145,0.001,1.0870029067993139,1.8510926298536745,7239.951951184696,2.4426153998739117,5320.218616131051,2.0634730070829344,3989.0845484256797,1.8434179448642842,7241.076778101742,2.0710317488544097,24.664216045483045,2.1024374794810177,989.6037140450875,2.338036333978495,647.450640057127,2.0706502082209584,1729.1625788807853,2.5946755045335776,115.61821230379834,2.3303104859779786,496.59232100969587
2016-02-08,2.5348287005198187,651.5060907674147,2.635140764847493,2030.501595876242,1.579913382865232,1668.741590627747,2.173141181260376,1651.0579086508114,2.7059978949594203,16537.475752405062,2.5827253651792708,162.69079767325968,0.001,1.0870029067993139,2.2031287881564916,5009.76008046573,2.4377997786361556,5460.195157868162,3.128836817547448,3202.143833596607,2.123521179058054,10387.848917294054,2.110923274971938,21.92851275660791,2.2519646939603337,738.3296697771418,2.3825287702777755,211.76800978898297,1.7214676885692524,1533.541531955293,2.7882049255945667,128.90633603224538,2.2170281542298182,72.10422966192696
2016-02-09,2.353907352478104,717.0211774506483,2.788776517627083,415.36173024389973,1.629047417344902,1884.8246363369763,2.0720469786376188,1522.197401383219,2.070307864158522,10676.83755633561,3.333702254397613,446.02546093334377,0.001,1.0870029067993139,2.226028442862055,3482.3936249683343,2.1261045053001792,2703.4248938668934,3.2291079267536453,3343.5560969064763,1.8287421370901367,10843.296297659308,26.549999999999873,0.001,2.0579712120964673,120.55589475158479,2.5575190646724373,288.29441290937746,2.110758952737593,1625.4380870914347,1.8986571263426146,157.56897141079224,2.5823794451269015,320.06127322091265
